Change Open Price (%),Change Close Price (%),Change Trade Volume (%),Change Turnover (%),Revenue,Net Profit,Gross Profit,Total Assets,Total Liabilities,Equity,Export Change,Import Change,Sentiment Score,Loan Category
-4.72,-3.33,-5.02,-6.19,79.79,2.71,88.49,187.86,68.37,93.52,-2.53,8.21,0.29,1
-4.65,-4.59,-6.61,-8.8,70.22,16.01,69.22,104.96,64.59,61.33,-1.71,5.21,0.36,1
-3.04,-3.18,-6.84,-6.67,79.42,41.04,57.49,110.57,63.77,51.14,-4.95,5.63,0.21,1
-4.46,-0.13,-6.04,-9.67,57.43,9.58,84.31,121.17,64.81,62.07,-2.39,8.53,0.36,1
-3.78,-0.13,-7.77,-9.76,98.06,39.54,95.9,152.12,64.46,88.63,-2.58,6.04,0.38,1
-1.07,-2.5,-5.05,-5.17,65.89,7.67,89.32,154.04,56.0,54.35,-4.03,6.13,0.24,1
-2.12,-1.05,-9.74,-5.85,64.06,32.15,85.19,165.24,64.0,50.34,-0.98,6.34,0.37,1
-4.4,-4.09,-5.22,-9.4,57.06,45.24,65.9,127.05,61.3,61.26,-1.86,7.39,0.22,1
-4.81,-2.84,-6.14,-8.41,89.89,38.83,56.77,183.65,68.6,73.56,-4.06,7.64,0.31,1
-0.71,-1.94,-9.05,-6.69,61.23,17.08,91.58,143.36,56.5,75.06,-1.63,7.36,0.34,1
-3.99,-1.04,-6.23,-6.93,79.97,39.61,80.58,152.68,58.18,89.66,-4.61,6.51,0.31,1
-1.11,-3.32,-8.51,-9.38,90.5,11.24,57.5,136.08,69.45,64.0,-1.82,7.93,0.26,1
-1.36,-2.6,-7.36,-8.25,64.74,43.26,69.27,151.81,62.11,52.79,-0.44,8.4,0.35,1
-3.86,-3.17,-7.26,-7.48,57.22,21.19,70.93,125.71,51.49,53.58,-1.12,9.92,0.39,1
-2.75,-2.02,-5.13,-8.41,53.84,9.97,89.46,175.07,60.87,91.49,-2.51,9.65,0.39,1
-3.61,-1.92,-9.18,-7.91,50.38,3.8,68.04,197.45,54.55,93.46,-1.27,5.57,0.21,1
-4.98,-4.5,-9.11,-9.05,60.24,7.48,55.05,164.98,51.68,76.35,-3.25,6.84,0.36,1
-3.75,-1.38,-5.74,-7.7,89.91,28.9,63.49,162.26,69.36,81.52,-3.18,6.24,0.23,1
-3.63,-1.53,-9.05,-7.31,51.33,42.6,78.41,194.0,55.84,62.28,-3.98,9.66,0.3,1
-0.9,-4.16,-8.91,-6.33,84.75,45.75,60.73,132.29,60.05,78.96,-0.1,8.47,0.31,1
-2.6,-2.73,-7.18,-6.53,88.68,22.15,66.04,167.03,68.36,95.54,-4.23,6.16,0.22,1
-0.85,-0.96,-8.76,-9.68,79.99,39.18,52.72,169.55,55.49,55.53,-3.17,6.89,0.36,1
-3.23,-1.54,-7.97,-9.19,94.83,40.77,78.48,150.58,68.21,84.98,-2.89,5.61,0.3,1
-2.42,-0.07,-5.97,-9.16,57.67,8.53,60.96,100.52,57.62,76.97,-2.53,7.92,0.35,1
-4.61,-3.72,-6.87,-8.16,66.16,45.03,58.1,130.3,62.84,69.17,-0.85,6.06,0.35,1
-0.85,-0.26,-6.78,-9.75,82.76,37.35,61.47,130.66,66.69,50.82,-3.15,7.86,0.26,1
-0.2,-3.44,-5.16,-5.28,81.78,10.6,86.72,186.87,69.09,95.62,-2.16,9.09,0.33,1
-1.94,-3.76,-5.98,-8.75,94.33,37.84,97.67,117.62,61.11,51.65,-1.83,6.98,0.21,1
-0.35,-2.44,-8.94,-9.63,78.75,29.57,74.06,133.26,62.79,67.72,-3.53,6.53,0.29,1
-1.4,-4.48,-5.09,-6.5,73.48,13.67,74.27,165.47,53.21,96.93,-2.76,6.0,0.3,1
-0.31,-2.17,-5.67,-6.09,89.97,1.91,87.82,181.56,62.96,98.55,-0.22,8.94,0.22,1
-0.5,-2.48,-6.43,-6.55,86.61,35.91,96.76,142.88,58.49,94.21,-3.54,7.79,0.26,1
-4.06,-4.35,-7.44,-7.71,64.75,47.6,65.23,124.11,51.65,81.91,-0.59,9.11,0.33,1
-4.6,-3.44,-7.85,-7.64,73.13,48.13,94.99,139.13,67.37,61.53,-4.7,9.04,0.34,1
-2.69,-4.13,-9.77,-6.37,72.08,39.02,51.0,101.24,68.79,76.13,-3.67,6.23,0.37,1
-3.96,-0.34,-9.79,-6.88,95.0,42.28,76.77,102.07,59.03,60.68,-1.88,9.69,0.33,1
-3.96,-3.3,-5.73,-6.45,55.67,7.45,59.91,130.74,52.29,61.25,-0.11,6.6,0.24,1
-0.29,-1.76,-6.37,-5.69,68.24,4.45,59.34,168.94,59.86,83.83,-4.83,6.26,0.37,1
-4.38,-1.51,-9.24,-6.1,81.47,4.14,80.72,105.24,69.09,71.84,-1.6,9.81,0.33,1
-4.74,-0.21,-5.77,-7.99,83.78,23.93,82.05,113.47,53.52,83.96,-4.94,5.99,0.39,1
-4.04,-4.03,-9.69,-9.54,69.13,36.83,85.12,124.46,54.32,59.08,-0.81,9.67,0.35,1
-4.15,-2.47,-6.67,-6.98,99.44,28.69,67.93,133.88,69.53,97.08,-4.83,7.08,0.38,1
-0.53,-4.36,-6.22,-8.52,81.24,32.09,61.23,191.94,62.92,57.46,-4.86,7.13,0.25,1
-1.21,-2.78,-8.07,-8.34,76.45,47.54,67.37,194.9,53.03,75.96,-4.95,8.66,0.23,1
-3.63,-1.3,-5.43,-7.44,61.27,4.35,92.0,168.41,61.56,82.85,-3.24,9.95,0.34,1
-0.1,-2.26,-6.21,-9.77,60.99,39.15,65.61,126.17,64.47,80.57,-2.04,6.69,0.32,1
-2.98,-0.86,-8.74,-5.69,99.23,21.26,69.69,118.24,68.83,67.31,-1.84,5.8,0.24,1
-1.4,-2.39,-7.1,-7.94,89.72,45.43,76.45,174.17,63.95,64.51,-0.51,8.42,0.23,1
-2.78,-0.44,-6.27,-9.6,85.48,22.68,64.06,100.8,53.99,93.6,-3.89,9.46,0.34,1
-3.61,-1.57,-9.32,-7.55,51.41,17.05,95.46,143.08,63.76,91.29,-2.17,9.07,0.33,1
-1.79,-4.08,-6.97,-7.97,77.87,31.77,65.55,120.78,64.92,65.23,-2.39,8.02,0.25,1
-3.55,-1.39,-5.17,-9.34,53.85,12.94,98.3,100.48,55.7,79.2,-4.66,9.85,0.22,1
-2.6,-1.12,-9.58,-7.29,53.51,44.51,57.19,198.63,68.32,78.64,-1.69,5.72,0.3,1
-0.2,-4.26,-5.64,-8.67,51.41,16.13,66.82,140.18,52.96,75.29,-2.85,5.05,0.37,1
-3.39,-2.1,-6.73,-6.72,62.8,49.77,89.87,127.02,55.31,62.71,-2.5,7.41,0.23,1
-0.39,-2.17,-9.75,-9.87,81.66,46.3,78.13,172.78,59.61,94.16,-3.95,7.8,0.39,1
-1.58,-3.43,-7.22,-8.54,85.3,44.93,79.42,196.44,53.35,75.58,-0.78,5.41,0.27,1
-1.59,-1.19,-5.94,-7.72,77.52,37.4,96.19,132.42,57.63,95.65,-4.58,7.29,0.31,1
-1.65,-2.95,-7.02,-8.79,82.01,8.74,87.45,143.57,61.06,70.61,-2.53,6.08,0.29,1
-2.05,-4.4,-9.64,-7.13,80.36,9.73,54.74,125.65,55.23,70.45,-1.21,6.67,0.37,1
-3.55,-1.96,-5.81,-9.74,83.59,4.56,56.72,198.77,54.03,91.51,-0.87,8.29,0.33,1
-0.48,-1.08,-8.21,-8.94,61.81,39.87,73.17,166.83,67.03,91.67,-4.95,5.36,0.36,1
-3.08,-2.57,-5.73,-5.95,99.85,13.63,84.76,183.08,56.93,53.79,-2.38,7.7,0.38,1
-4.25,-0.3,-9.59,-6.1,69.54,4.73,58.06,158.49,50.32,61.72,-3.43,9.8,0.26,1
-4.7,-0.09,-9.62,-8.89,57.88,38.75,76.49,125.59,57.74,58.36,-2.31,7.32,0.27,1
-4.27,-1.93,-5.85,-5.43,93.81,3.95,79.4,103.39,57.92,58.08,-4.27,8.16,0.33,1
-3.94,-1.96,-5.94,-5.91,72.45,30.25,94.3,147.72,56.94,92.24,-4.98,7.11,0.23,1
-2.59,-2.62,-6.57,-8.68,51.45,19.24,96.8,177.86,59.74,53.38,-1.31,9.51,0.3,1
-0.23,-3.85,-9.34,-8.54,62.04,14.28,82.6,190.57,52.51,79.2,-4.24,7.41,0.36,1
-3.13,-3.42,-8.33,-8.91,84.45,4.63,95.48,139.86,60.15,58.43,-2.47,6.24,0.21,1
-2.75,-0.14,-5.78,-8.66,66.93,26.32,98.51,138.65,63.63,78.91,-2.37,9.67,0.25,1
-1.68,-0.47,-5.75,-5.19,63.17,18.05,79.17,110.26,58.83,53.95,-0.79,8.86,0.27,1
-4.98,-2.88,-9.98,-9.52,79.79,41.89,51.9,181.37,61.84,50.65,-0.35,9.46,0.34,1
-4.97,-4.11,-9.86,-5.43,50.27,9.1,88.6,183.44,55.34,89.49,-2.12,9.0,0.31,1
-2.57,-1.27,-7.03,-8.61,59.22,8.17,82.53,119.96,61.69,79.38,-4.77,5.13,0.36,1
-4.37,-4.75,-9.87,-5.21,51.21,0.63,71.99,164.91,58.21,82.02,-1.04,8.02,0.27,1
-1.99,-3.79,-8.84,-6.09,60.14,5.28,98.61,198.71,59.96,89.2,-1.88,8.17,0.25,1
-1.11,-4.57,-9.27,-9.61,79.15,39.01,70.27,114.1,63.76,57.43,-4.57,5.8,0.31,1
-3.59,-1.28,-7.12,-5.32,66.66,42.5,55.7,172.51,55.96,69.62,-4.06,8.6,0.23,1
-2.06,-2.49,-7.67,-7.21,86.22,37.95,65.63,110.96,58.77,95.29,-3.71,8.56,0.37,1
-0.97,-1.62,-6.2,-6.47,70.48,1.16,98.0,104.4,62.74,73.59,-3.17,5.4,0.37,1
-4.23,-0.95,-9.44,-7.89,50.97,39.41,73.71,121.75,67.07,79.22,-1.11,5.28,0.4,1
-2.1,-4.63,-8.85,-5.97,66.78,42.47,97.79,109.1,52.11,63.34,-4.28,5.44,0.21,1
-0.42,-1.38,-7.3,-9.73,67.03,32.97,86.06,100.54,65.46,57.05,-4.02,6.16,0.23,1
-1.66,-1.36,-9.38,-7.2,58.86,31.51,94.1,122.87,63.3,60.71,-1.24,7.16,0.25,1
-2.16,-2.36,-9.68,-9.79,61.27,34.95,98.59,114.08,60.16,82.54,-1.23,5.44,0.37,1
-2.07,-4.37,-9.52,-8.19,90.52,38.53,78.68,161.4,68.9,61.59,-3.5,7.32,0.32,1
-0.81,-0.54,-8.96,-9.45,73.35,46.77,86.32,180.89,56.17,80.07,-1.22,8.78,0.36,1
-1.31,-1.88,-5.02,-7.4,70.62,43.14,92.27,186.57,67.06,96.41,-3.74,8.95,0.37,1
-2.56,-1.19,-7.01,-9.55,59.33,48.26,73.95,154.66,62.63,66.04,-0.02,9.77,0.24,1
-1.51,-4.71,-6.98,-5.69,69.65,49.62,57.67,110.19,68.95,77.36,-3.34,7.3,0.21,1
-3.76,-2.98,-9.56,-8.57,71.46,22.88,90.17,181.85,68.0,93.47,-3.77,7.06,0.38,1
-0.99,-2.02,-7.86,-8.71,81.68,46.87,57.68,129.09,58.79,62.92,-1.81,8.88,0.22,1
-0.32,-1.31,-5.11,-8.94,84.76,2.6,69.3,180.95,52.12,50.08,-3.24,8.4,0.25,1
-2.01,-1.08,-6.8,-9.49,67.39,13.51,61.29,154.89,66.82,70.72,-1.9,6.98,0.27,1
-1.16,-1.21,-8.26,-5.88,97.71,11.89,84.62,160.64,65.93,73.06,-2.89,7.6,0.25,1
-1.74,-0.48,-6.08,-9.17,56.74,28.61,64.72,155.77,54.34,97.72,-0.15,5.01,0.27,1
-4.58,-1.78,-5.45,-5.76,75.78,34.51,65.57,117.85,52.45,59.3,-2.29,6.62,0.26,1
-0.88,-0.93,-6.37,-5.1,52.39,48.13,93.69,126.02,57.88,87.27,-2.77,8.53,0.25,1
-0.72,-2.21,-9.09,-5.11,92.9,6.62,62.19,136.89,54.11,63.01,-3.58,7.11,0.26,1
-0.19,-3.11,-7.36,-9.52,97.79,14.15,92.44,175.87,54.6,92.3,-3.69,5.48,0.37,1
-3.9,-1.79,-7.73,-8.1,58.54,10.64,74.11,178.6,59.97,95.76,-4.99,7.28,0.36,1
-0.12,-0.18,-5.28,-5.89,70.02,26.21,99.63,185.09,69.8,97.89,-2.14,6.91,0.35,1
-4.5,-0.1,-8.09,-5.67,71.62,37.49,98.78,149.36,50.82,77.8,-2.02,9.33,0.26,1
-2.83,-4.78,-7.56,-5.19,80.02,10.52,97.93,115.21,54.02,84.91,-2.29,8.17,0.31,1
-0.31,-3.4,-5.24,-5.73,81.68,7.43,75.42,111.1,53.5,56.64,-4.51,9.42,0.39,1
-1.34,-3.11,-7.23,-6.86,63.99,29.04,76.22,129.75,60.99,52.58,-3.32,9.52,0.24,1
-2.11,-4.82,-6.27,-9.1,63.21,11.85,91.35,148.93,54.17,96.88,-0.39,9.77,0.35,1
-0.62,-3.55,-9.63,-6.13,79.89,11.67,77.25,171.48,50.75,71.3,-3.66,5.14,0.25,1
-1.61,-4.45,-6.49,-7.8,66.22,8.84,84.54,192.62,56.71,72.49,-1.96,7.46,0.27,1
-4.87,-0.79,-7.56,-9.51,79.55,12.29,78.5,143.3,55.46,66.59,-4.43,6.63,0.27,1
-1.62,-2.04,-6.91,-5.72,58.6,9.19,55.25,190.49,69.17,81.34,-2.69,7.59,0.32,1
-0.69,-2.29,-6.57,-9.12,77.12,4.19,89.95,152.57,56.29,84.19,-4.3,6.1,0.3,1
-3.45,-1.21,-7.02,-8.21,76.59,19.29,60.42,194.66,53.7,96.21,-0.67,5.55,0.26,1
-0.09,-2.51,-6.33,-8.33,84.11,33.18,63.88,116.7,69.81,65.68,-1.19,8.52,0.37,1
-0.28,-0.78,-8.53,-9.91,81.02,28.02,67.99,172.12,61.27,64.48,-1.35,9.68,0.29,1
-2.87,-0.68,-8.4,-9.19,54.52,7.35,71.46,197.14,62.52,96.66,-3.04,8.0,0.34,1
-1.28,-3.01,-7.36,-7.29,93.36,12.16,95.07,139.66,62.42,65.85,-3.82,9.71,0.33,1
-0.43,-4.6,-6.17,-6.95,53.66,32.02,57.53,193.96,64.48,97.87,-1.63,7.11,0.26,1
-0.75,-1.29,-5.07,-9.29,59.66,25.44,92.56,142.76,51.67,62.88,-4.19,6.85,0.25,1
-4.22,-3.17,-6.64,-9.26,50.71,42.15,76.15,187.8,58.94,69.5,-0.05,9.68,0.26,1
-0.54,-0.95,-6.0,-5.56,77.54,32.65,99.93,141.71,63.79,53.26,-3.92,5.98,0.35,1
-2.05,-4.7,-9.12,-7.94,72.89,5.17,94.97,107.1,65.04,51.94,-3.75,8.58,0.27,1
-2.94,-2.65,-5.86,-6.12,93.75,4.75,80.3,168.07,66.61,75.47,-0.3,9.5,0.35,1
-0.88,-4.88,-9.72,-8.7,70.05,1.29,97.03,177.67,51.55,54.13,-4.27,6.62,0.27,1
-2.23,-4.71,-8.76,-7.43,88.98,30.28,99.76,143.37,62.93,60.68,-0.75,7.91,0.23,1
-2.05,-0.56,-9.06,-7.77,53.32,36.55,88.71,185.05,65.43,67.31,-1.15,9.39,0.37,1
-4.7,-2.58,-5.86,-8.15,72.05,35.26,65.17,147.55,58.51,94.48,-1.38,7.42,0.22,1
-1.45,-2.02,-6.99,-7.03,67.91,30.21,95.93,121.02,55.16,83.72,-3.17,5.29,0.23,1
-3.8,-4.87,-9.33,-6.14,57.88,10.07,67.24,154.1,54.4,96.4,-4.5,6.47,0.28,1
-2.58,-2.59,-9.94,-9.54,91.13,12.17,84.23,113.39,59.3,78.65,-1.2,6.96,0.36,1
-1.88,-4.73,-6.37,-8.77,53.78,38.15,65.29,120.02,63.19,80.69,-3.56,9.16,0.34,1
-3.94,-4.43,-5.57,-9.56,70.81,42.96,65.62,101.89,51.05,91.24,-4.72,5.66,0.36,1
-0.51,-3.03,-6.52,-7.62,66.57,0.86,80.18,104.22,57.26,98.92,-4.67,7.28,0.32,1
-4.9,-4.85,-5.91,-9.16,87.82,48.36,95.23,144.23,54.16,92.91,-1.95,6.57,0.27,1
-2.79,-0.73,-5.42,-7.07,69.72,35.54,57.43,140.3,68.18,66.94,-1.01,9.66,0.22,1
-1.25,-4.62,-6.92,-9.09,72.19,27.92,54.82,175.68,63.77,75.06,-4.75,6.1,0.31,1
-1.94,-2.61,-6.05,-7.69,93.96,39.03,85.84,171.53,54.54,72.15,-0.8,6.92,0.25,1
-3.04,-3.92,-6.93,-8.74,71.98,31.48,86.28,163.5,51.3,69.47,-2.97,5.3,0.21,1
-3.09,-0.46,-6.05,-6.98,57.52,45.37,50.98,173.0,57.3,57.31,-4.12,6.86,0.23,1
-2.11,-0.41,-5.54,-8.07,60.2,46.38,92.91,125.97,54.94,53.49,-0.4,7.26,0.37,1
-0.88,-4.7,-6.26,-5.13,74.4,36.46,80.63,151.71,54.84,55.85,-3.32,6.36,0.34,1
-1.2,-2.25,-6.37,-8.72,63.66,42.17,98.64,157.54,57.28,85.99,-4.22,8.6,0.32,1
-1.38,-0.61,-5.73,-5.94,57.06,30.2,89.18,105.8,52.94,71.56,-0.37,8.75,0.29,1
-3.68,-4.43,-6.41,-6.15,73.14,29.26,73.4,171.21,69.41,69.42,-2.01,5.93,0.32,1
-4.37,-0.1,-6.13,-5.76,56.52,13.7,75.23,179.95,51.91,68.86,-3.25,5.38,0.22,1
-1.5,-3.16,-9.82,-8.78,52.8,22.91,78.25,167.76,63.83,78.92,-4.84,9.33,0.3,1
-1.36,-3.03,-6.47,-7.45,92.37,13.39,88.22,123.52,59.32,76.54,-1.64,6.49,0.21,1
-1.11,-1.84,-9.75,-6.54,74.59,6.3,82.31,134.48,65.96,63.38,-1.51,9.6,0.28,1
-3.46,-1.71,-9.81,-7.29,88.98,2.62,90.17,100.53,50.88,90.08,-0.81,7.64,0.29,1
-0.82,-2.35,-6.99,-5.39,88.08,6.04,95.58,134.53,52.11,73.56,-2.72,6.31,0.35,1
-0.88,-4.98,-5.73,-5.22,87.6,37.46,95.34,104.28,56.8,78.4,-4.22,8.63,0.3,1
-1.58,-0.21,-9.63,-8.43,87.31,26.32,92.84,162.92,53.14,52.92,-4.83,7.07,0.24,1
-3.12,-4.14,-6.8,-9.12,64.5,47.73,93.21,130.25,50.98,84.65,-0.58,8.87,0.31,1
-1.21,-4.43,-5.31,-5.09,60.6,14.1,88.26,126.82,60.49,80.79,-1.6,8.67,0.34,1
-3.41,-3.9,-7.09,-8.65,98.39,9.88,71.03,183.36,60.47,80.6,-2.9,6.22,0.31,1
-3.68,-1.48,-5.71,-5.51,86.31,0.2,98.11,149.49,69.07,50.48,-4.17,5.82,0.3,1
-3.27,-1.51,-7.06,-5.83,80.8,15.7,66.44,177.65,55.48,94.0,-0.54,6.11,0.29,1
-0.59,-3.22,-9.36,-6.86,97.08,32.31,52.7,111.6,63.33,80.44,-0.06,8.42,0.23,1
-1.32,-2.23,-9.03,-8.66,86.01,47.79,81.14,183.85,64.83,86.4,-1.06,5.6,0.36,1
-3.8,-0.05,-9.22,-8.78,74.16,42.09,57.07,190.52,60.74,75.91,-1.3,6.23,0.26,1
-1.3,-3.41,-8.23,-7.43,55.46,48.47,91.63,115.91,65.17,72.33,-0.77,7.78,0.26,1
-2.94,-4.89,-9.73,-6.09,94.87,26.26,57.5,126.41,60.26,57.07,-0.1,5.35,0.22,1
-4.4,-1.1,-7.65,-7.43,77.62,49.35,76.77,176.22,69.46,81.38,-0.55,5.95,0.32,1
-1.45,-1.87,-6.37,-5.66,56.19,42.83,71.7,195.39,68.58,53.3,-0.61,8.02,0.28,1
-3.71,-3.64,-7.57,-7.14,96.01,32.43,90.66,189.98,55.86,75.46,-3.74,9.91,0.2,1
-1.79,-4.39,-7.66,-5.71,61.87,0.45,88.56,163.65,59.38,95.65,-2.56,7.47,0.38,1
-0.78,-2.33,-6.79,-6.48,84.2,26.83,65.69,179.23,55.23,87.49,-0.94,8.87,0.28,1
-0.88,-0.78,-8.67,-5.88,92.27,17.51,99.03,154.95,67.0,80.22,-3.87,7.77,0.23,1
-1.34,-4.82,-6.07,-7.85,77.61,23.47,67.02,120.94,69.61,89.93,-1.67,7.42,0.36,1
0.45,4.27,-0.28,-0.4,125.93,93.78,134.29,257.54,34.24,114.62,3.81,0.12,0.5,2
3.28,1.01,-3.54,-4.28,160.35,53.0,136.07,225.96,38.41,148.01,4.44,3.43,0.59,2
1.22,2.7,-4.8,-0.48,106.9,70.33,141.37,260.29,35.98,144.09,3.83,0.89,0.55,2
4.76,0.35,-3.31,-3.52,145.52,99.88,149.15,270.91,47.49,107.29,4.59,1.03,0.58,2
1.11,3.71,-3.07,-1.04,125.62,60.1,114.87,296.31,46.92,121.79,2.37,4.05,0.45,2
2.52,4.04,-2.06,-1.04,136.54,83.13,112.49,282.95,31.53,132.68,1.23,2.93,0.58,2
2.22,1.34,-2.57,-3.66,137.84,97.03,109.2,271.85,42.49,112.63,3.22,1.1,0.49,2
0.88,0.96,-3.28,-4.23,103.53,73.43,131.75,242.5,30.5,140.35,0.62,1.43,0.43,2
1.64,2.83,-4.75,-3.23,169.88,97.62,102.95,244.5,41.41,105.7,0.17,0.07,0.51,2
2.38,3.39,-2.65,-0.32,138.72,78.24,132.55,274.14,33.92,130.54,3.76,3.41,0.4,2
1.77,4.6,-3.83,-3.56,199.69,83.38,109.71,256.69,30.78,116.66,2.06,0.17,0.58,2
2.44,1.2,-2.8,-3.55,146.23,82.87,130.46,282.41,39.48,128.44,3.27,2.21,0.5,2
1.33,0.17,-4.94,-0.35,136.22,79.63,136.81,266.31,30.58,127.17,4.59,2.64,0.43,2
4.61,0.35,-2.21,-2.37,130.08,79.93,115.95,286.14,46.1,105.7,1.53,3.52,0.47,2
2.52,1.76,-4.97,-4.84,181.29,76.64,112.22,280.82,30.82,133.46,0.76,2.43,0.55,2
2.51,0.96,-3.58,-3.39,140.03,65.56,149.68,252.36,46.39,101.8,3.16,3.06,0.48,2
2.06,3.09,-0.11,-3.15,193.24,94.69,133.04,253.33,45.54,111.53,4.08,3.13,0.56,2
3.21,4.54,-3.89,-1.46,120.31,58.85,112.4,298.28,40.28,122.83,4.3,4.18,0.56,2
4.66,3.13,-3.26,-4.44,178.1,86.9,114.99,201.99,31.61,112.58,4.17,0.09,0.56,2
2.69,2.75,-1.73,-0.92,190.19,98.95,141.66,293.03,31.2,141.32,1.26,0.76,0.51,2
0.53,1.56,-0.58,-3.75,197.73,98.13,130.63,271.48,38.03,134.89,2.17,4.09,0.41,2
2.01,4.78,-1.47,-1.24,155.18,85.79,129.77,270.74,49.54,138.66,0.72,2.46,0.52,2
3.03,2.76,-1.26,-3.75,102.2,74.8,123.48,286.5,45.68,132.71,2.07,0.88,0.5,2
0.52,4.87,-0.38,-4.43,189.03,83.14,113.05,243.83,38.21,104.05,1.28,2.69,0.51,2
0.07,0.76,-3.3,-4.3,188.15,54.31,106.93,278.92,46.74,100.35,4.1,4.7,0.46,2
2.87,3.51,-4.74,-0.3,170.38,69.25,119.12,217.47,42.72,135.26,3.2,2.35,0.5,2
1.25,2.64,-2.79,-2.61,101.78,54.66,104.2,279.43,39.01,114.23,2.19,0.52,0.58,2
4.23,0.51,-4.05,-0.99,156.69,96.07,131.95,212.52,46.35,138.43,1.04,0.22,0.55,2
3.38,4.2,-2.19,-2.48,142.98,91.94,108.26,267.16,30.73,129.55,0.65,2.66,0.53,2
2.7,0.99,-3.41,-1.8,192.59,57.49,139.03,221.69,44.78,124.41,1.8,3.53,0.51,2
2.54,3.39,-2.16,-1.72,135.62,69.15,115.22,267.92,33.38,139.32,0.13,3.5,0.53,2
2.1,1.65,-3.53,-3.02,134.33,66.82,139.47,250.57,34.35,149.26,3.04,1.6,0.44,2
4.85,2.84,-2.6,-2.06,173.94,63.47,139.97,232.04,33.5,126.74,0.8,1.09,0.55,2
0.94,0.98,-3.45,-3.85,144.54,64.51,100.02,210.86,37.6,119.15,3.44,1.83,0.46,2
4.09,4.34,-1.73,-2.31,172.18,52.53,142.13,237.61,46.35,116.61,2.16,0.07,0.59,2
1.93,1.59,-1.15,-3.22,103.13,97.0,147.88,254.78,44.77,133.38,1.69,0.76,0.48,2
4.76,4.46,-3.44,-4.74,178.58,82.97,104.51,200.28,39.14,104.75,0.86,4.03,0.45,2
2.76,0.49,-1.04,-0.61,122.15,77.03,100.17,245.36,49.29,111.4,1.89,4.73,0.53,2
0.99,4.18,-3.99,-0.41,183.03,54.12,119.05,210.75,37.84,100.85,2.81,4.62,0.59,2
0.76,1.49,-2.52,-4.7,153.02,90.29,145.44,289.25,30.73,115.43,3.9,4.64,0.42,2
0.13,0.36,-1.06,-2.19,187.36,62.1,146.67,209.94,36.01,141.91,2.01,1.49,0.46,2
4.14,4.62,-4.36,-1.78,136.15,85.05,133.05,239.11,48.38,125.77,3.81,0.85,0.5,2
3.56,1.17,-2.74,-4.49,137.79,52.07,139.7,241.32,36.55,137.1,2.88,0.97,0.57,2
3.24,3.04,-4.23,-1.71,173.53,71.15,139.28,215.23,42.57,136.67,0.4,0.96,0.5,2
0.53,3.88,-1.83,-4.33,136.7,89.66,126.22,260.97,39.35,119.1,0.11,1.68,0.41,2
0.7,0.12,-1.82,-4.54,131.85,97.01,149.53,275.46,39.02,112.08,2.04,0.04,0.4,2
0.67,0.29,-4.38,-0.64,152.23,98.62,133.18,203.28,32.44,130.92,1.53,2.45,0.45,2
0.97,4.77,-3.3,-2.21,166.0,65.53,133.34,272.9,46.95,114.08,2.74,2.08,0.56,2
3.1,4.57,-3.27,-2.1,115.16,83.71,129.71,249.77,43.97,146.68,1.15,3.23,0.55,2
3.16,1.79,-4.55,-0.36,147.82,79.74,123.28,205.96,31.05,134.84,0.61,4.64,0.6,2
4.96,3.32,-1.75,-0.77,183.19,91.15,118.73,255.45,45.73,133.83,1.09,4.82,0.55,2
0.67,2.01,-3.03,-1.15,137.1,90.69,144.43,226.19,42.38,129.57,0.6,3.21,0.51,2
1.99,2.25,-2.16,-0.49,131.71,57.42,106.48,228.21,46.17,127.41,4.28,2.17,0.55,2
2.15,2.95,-1.02,-0.97,139.0,74.7,133.2,223.05,37.33,128.22,2.21,3.14,0.52,2
2.23,0.86,-1.76,-2.75,130.36,71.01,148.1,230.07,40.04,111.33,0.78,4.58,0.49,2
4.7,0.16,-3.84,-0.19,161.64,99.87,125.14,217.78,41.14,127.65,4.37,2.09,0.46,2
4.05,2.35,-2.53,-4.69,146.5,75.96,122.91,210.53,43.87,107.65,0.78,2.92,0.51,2
0.45,3.73,-4.56,-1.68,105.03,66.12,105.13,261.22,37.95,110.93,4.66,3.37,0.51,2
3.72,1.74,-4.36,-1.15,113.16,53.1,102.31,220.52,38.7,147.49,1.09,0.9,0.44,2
2.3,0.69,-4.94,-1.6,107.72,70.24,115.6,290.11,46.76,140.33,3.23,0.14,0.56,2
1.49,4.21,-4.29,-1.86,136.48,66.86,115.1,220.1,41.28,127.63,3.78,4.83,0.41,2
1.11,1.14,-1.16,-0.31,117.78,87.59,117.3,240.63,40.11,101.56,2.16,0.74,0.52,2
1.87,0.85,-1.07,-1.83,162.44,78.49,140.4,241.59,41.58,108.34,2.6,1.23,0.5,2
4.59,2.34,-2.97,-4.75,176.29,87.4,101.24,298.77,30.33,115.4,3.56,0.21,0.41,2
3.02,4.86,-0.85,-3.17,192.25,87.56,116.83,221.82,34.06,125.04,2.91,1.54,0.54,2
2.39,1.75,-3.83,-3.54,168.29,85.0,118.96,223.97,44.24,137.85,2.44,3.42,0.48,2
4.05,1.51,-3.34,-2.23,156.51,93.84,108.78,249.36,45.63,118.27,4.37,3.34,0.51,2
0.05,0.66,-2.75,-0.43,180.14,72.57,100.36,218.92,34.16,111.4,4.97,1.64,0.58,2
1.7,2.95,-2.74,-2.39,166.04,99.98,125.4,284.4,49.35,135.93,3.6,1.58,0.49,2
